"part_id","cont_id","cnt_age_exact","cnt_age_est_min","cnt_age_est_max","cnt_gender","cnt_home","cnt_work","cnt_school","cnt_transport","cnt_leisure","cnt_otherplace","frequency_multi","phys_contact","duration_multi"
414,41445,19,18,20,"F",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,5
415,41501,46,46,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,2
415,41502,27,25,30,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,1
415,41503,27,25,30,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,1,1
415,41504,25,25,NA,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1
415,41505,33,33,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,1
415,41506,31,31,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,3
415,41507,31,31,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,4
415,41508,62,62,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41509,16,15,18,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,2,2
415,41510,42,40,45,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,2,2
415,41511,16,15,18,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,2,2
415,41512,71,71,NA,"M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41513,13,12,14,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,4
415,41514,57,55,60,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41515,27,27,NA,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41516,44,40,48,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41517,13,12,14,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,4
415,41518,37,35,40,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1,4
415,41519,65,60,70,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,NA,2
415,41520,28,28,NA,"F",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,4
415,41521,31,31,NA,"M",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,4
415,41522,57,57,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41523,56,56,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41524,39,39,NA,"F",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,4
415,41525,33,33,NA,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41526,24,24,NA,"F",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,4
415,41527,29,29,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41528,27,25,30,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,1,2
415,41529,26,26,NA,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41530,47,45,50,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,2,1
415,41531,47,45,50,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41532,42,40,45,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,1
415,41533,47,45,50,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,4
415,41534,37,35,40,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,2
415,41535,7,6,9,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,2,2
415,41536,46,46,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1
415,41537,16,14,18,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,2
415,41538,27,27,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,5
415,41539,24,24,NA,"F",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,4
415,41540,22,20,25,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5,1,2
415,41541,29,29,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
415,41542,42,40,45,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
416,41601,30,30,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,2
416,41602,60,60,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,5
416,41603,50,50,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,4
416,41604,52,52,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,3
416,41605,87,87,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2
417,41701,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,3
417,41702,40,40,NA,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41703,20,20,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41704,60,60,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41705,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,3
417,41706,16,16,NA,"M",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2,1,4
417,41707,6,6,NA,"M",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,5
417,41708,40,40,NA,"F",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,1,5
417,41709,11,11,NA,"F",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,5
417,41710,39,39,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,NA,5
417,41711,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,NA,5
417,41712,30,30,NA,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,NA,5
417,41713,20,20,NA,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41714,20,20,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41715,50,50,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41716,20,20,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41717,60,60,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,4
417,41718,11,11,NA,"F",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,4
417,41719,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41720,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41721,12,12,NA,"F",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,4
417,41722,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41723,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,3
417,41724,70,70,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41725,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41726,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41727,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,4
417,41728,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41729,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,3
417,41730,30,30,NA,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41731,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41732,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41733,50,50,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,4
417,41734,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
417,41735,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,4
417,41736,30,30,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,3
417,41737,50,50,NA,"M",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5,1,3
417,41738,50,50,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,5
417,41739,50,50,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,3
417,41740,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
417,41741,40,40,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,4
418,41801,4,4,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,5
418,41802,41,41,NA,"M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,5
418,41803,66,66,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,3
418,41804,32,30,35,"F",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,2
418,41805,9,9,NA,"M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,5
418,41806,10,10,NA,"M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4
418,41807,77,77,NA,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,4
418,41808,46,43,50,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,NA,3
418,41809,27,27,NA,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,3
418,41810,52,50,55,"M",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2
418,41811,42,40,45,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,2
418,41812,60,60,NA,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,3
418,41813,35,35,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,3
418,41814,43,43,NA,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,2
419,41901,35,30,40,"",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,5
420,42001,62,60,65,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42002,62,60,65,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42003,62,60,65,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42004,66,66,NA,"M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,5
420,42005,62,60,65,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42006,65,65,NA,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,4
420,42007,57,55,60,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42008,57,55,60,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42009,57,55,60,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42010,62,60,65,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42011,62,60,65,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42012,57,55,60,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,NA,4
420,42013,75,75,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,NA,4
420,42014,62,60,65,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42015,57,55,60,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42016,67,65,70,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42017,57,55,60,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
420,42018,57,55,60,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,4
421,42101,19,19,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,3
421,42102,22,22,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,5
421,42103,27,25,30,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,1
421,42104,49,49,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1
421,42105,37,35,40,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,1
421,42106,24,24,NA,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,2
421,42107,24,24,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,2
421,42108,24,24,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,NA
421,42109,26,26,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,4
421,42110,25,25,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,4
421,42111,26,26,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,4
421,42112,26,26,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,1,1
421,42113,47,25,70,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,1
421,42114,21,20,23,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,2,NA
421,42115,52,50,55,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,NA
421,42116,27,25,30,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,2
421,42117,48,48,NA,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,5
421,42118,47,45,50,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,1,1
421,42119,23,23,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,NA
421,42120,26,26,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,1,NA
422,42201,55,55,NA,"M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,5
422,42202,25,25,NA,"M",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,3
422,42203,19,19,NA,"M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4
422,42204,50,50,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1
422,42205,47,47,NA,"F",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,5
422,42206,23,23,NA,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,3
422,42207,50,50,NA,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3
423,42301,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42302,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42303,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42304,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42305,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4
423,42306,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42307,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42308,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42309,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42310,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42311,54,54,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,NA,2
423,42312,53,53,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,NA,2
423,42313,60,60,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,NA,2
423,42314,49,49,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,NA,2
423,42315,62,60,65,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,NA,1
423,42316,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42317,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42318,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42319,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42320,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42321,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42322,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42323,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42324,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42325,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4
423,42326,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42327,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42328,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42329,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4
423,42330,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4
423,42331,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4
423,42332,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42333,42,40,45,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,1
423,42334,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42335,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42336,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42337,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42338,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4
423,42339,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42340,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,4
423,42341,42,40,45,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,1
423,42342,10,10,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,4
423,42343,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,4
423,42344,10,10,NA,"M",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,1,4
423,42345,60,60,NA,"F",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,1
424,42401,40,40,NA,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,4
424,42402,17,17,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,4
424,42403,20,20,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,4
424,42404,30,30,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,4
424,42405,17,17,NA,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42406,19,19,NA,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42407,16,16,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42408,18,18,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42409,35,35,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42410,28,28,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42411,28,27,30,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,5
424,42412,32,30,35,"M",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,4
424,42413,42,40,45,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,4
424,42414,47,45,50,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,5
424,42415,42,40,45,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,1,NA
424,42416,47,45,50,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,4
424,42417,52,50,55,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1
424,42418,22,22,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,4
424,42419,47,45,50,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,1
424,42420,77,75,80,"M",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,3
424,42421,74,74,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,4
424,42422,20,20,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42423,72,70,75,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,5
424,42424,60,60,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,4
424,42425,42,40,45,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,2
424,42426,72,70,75,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,1
424,42427,72,70,75,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,1
424,42428,37,35,40,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,1
424,42429,42,40,45,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1
424,42430,52,50,55,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,3
424,42431,72,70,75,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,1
424,42432,42,40,45,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,5,2,1
424,42433,47,45,50,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,1
424,42434,62,60,65,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,3
424,42435,37,35,40,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,2
424,42436,63,62,65,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,2
424,42437,42,40,45,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,2,5
424,42438,16,16,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,2,4
424,42439,72,70,75,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,1
424,42440,27,25,30,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,2
424,42441,18,18,NA,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42442,20,20,NA,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,1,4
424,42443,72,70,75,"M",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,2
424,42444,7,7,NA,"M",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,4
424,42445,42,40,45,"F",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,3
425,42501,56,56,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,5
425,42502,58,58,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,NA
425,42503,38,38,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,5
425,42504,60,60,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,5
425,42505,26,26,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,1,5
425,42506,52,52,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,5
425,42507,29,29,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,2,5
425,42508,37,37,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,1,5
425,42509,36,36,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,5
425,42510,16,16,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,5
425,42511,78,78,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,5
425,42512,6,6,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,5
425,42513,70,70,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,5
425,42514,40,40,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,5
425,42515,40,40,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,1,5
425,42516,46,46,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,5
425,42517,47,47,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1,5
425,42518,36,36,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,5
425,42519,46,46,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,5
425,42520,80,80,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,5
425,42521,4,4,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,1,5
425,42522,72,72,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,2,5
425,42523,68,68,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,2,5
425,42524,76,76,NA,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,5
425,42525,1,1,NA,"F",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,1,5
426,42601,84,84,NA,"F",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2
426,42602,52,50,55,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,NA,1
426,42603,56,55,58,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,NA,1
426,42604,22,20,25,"M",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,NA,1
426,42605,32,30,35,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,1,3
426,42606,42,40,45,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,2
426,42607,57,55,60,"F",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,1,2
426,42608,62,60,65,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,NA,2
426,42609,62,60,65,"F",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,1,4
