cont_id,part_id,cnt_age_exact,cnt_age_est_min,cnt_age_est_max,cnt_gender,cnt_home,cnt_work,cnt_school,cnt_transport,cnt_leisure,cnt_otherplace,frequency_multi,phys_contact,duration_multi
1,1,42, ,,F,1,0,0,0,0,0,1,1,4
2,1,9, ,,F,0,0,1,0,0,0,1,1,5
3,1,,40,45,F,0,0,0,0,1,0,3,1,4
4,1,8, ,,F,0,0,1,0,0,0,1,1,5
5,1,,28,30,F,0,0,1,0,0,0,2,1,3
6,1,8, ,,F,0,0,1,0,0,0,1,1,5
7,1,12, ,,F,0,0,0,0,1,0,5,1,2
8,1,8, ,,M,0,0,1,0,0,0,1,1,5
9,1,55, ,,M,1,0,0,0,0,0,1,1,4
10,1,8, ,,F,0,0,0,0,1,0,5,1,4
11,1,12, ,,F,0,0,0,0,1,0,5,2,3
12,1,8, ,,F,0,0,0,0,1,0,1,1,5
13,1,8, ,,F,0,0,1,0,0,0,1,1,4
14,1,,40,45,M,0,0,0,0,1,0,3,2,2
15,1,,50,55,F,0,0,1,0,0,0,1,2,4
16,1,8, ,,F,0,0,1,0,0,0,1,2,4
17,1,8, ,,F,0,0,1,0,0,0,1,1,5
18,1,4, ,,M,0,0,0,0,1,0,3,1,4
19,1,,40,45,F,0,0,1,0,0,0,1,1,4
20,1,8, ,,M,0,0,1,0,0,0,1,2,5
21,2,66, ,,F,0,0,0,0,0,0,,1,5
22,2,69, ,,M,0,0,0,0,0,0,,1,5
23,2,41, ,,M,1,0,0,0,0,0,1,1,5
24,2,43, ,,F,1,0,0,0,0,0,1,1,5
25,3,,30,40,M,1,0,0,0,0,0,4,2,3
26,3,53, ,,M,1,0,0,0,0,0,1,1,5
27,3,50, ,,F,1,0,0,0,0,0,1,1,5
28,3,,50,60,F,1,0,0,0,0,0,1,1,3
29,3,,30,40,M,1,0,0,0,0,0,4,2,3
30,3,,50,60,M,1,0,0,0,0,0,1,2,5
31,3,35, ,,M,1,0,0,0,0,0,1,2,3
32,3,,40,50,F,0,0,0,0,1,0,5,1,3
33,3,,30,40,M,1,0,0,0,0,0,4,2,3
34,3,52, ,,F,1,0,0,0,0,0,1,1,4
35,3,28, ,,F,1,0,0,0,0,0,1,2,3
36,3,,50,60,F,1,0,0,0,0,0,1,2,5
37,3,,50,60,M,1,0,0,0,0,0,1,2,3
38,3,,40,50,F,0,0,0,0,1,0,5,2,3
39,3,,20,30,F,0,0,0,0,1,0,4,2,3
40,4,3, ,,M,1,0,0,0,0,0,1,1,4
41,4,40, ,,F,1,0,0,0,0,0,1,1,4
42,4,60, ,,F,1,0,0,0,0,0,1,1,4
43,4,65, ,,M,1,0,0,0,0,0,1,1,4
44,4,35, ,,F,1,0,0,0,0,0,1,1,3
45,4,38, ,,M,1,0,0,0,0,0,1,1,5
46,4,65, ,,F,1,0,0,0,0,0,1,1,5
47,5,,60,65,M,0,0,0,0,1,0,1,2,1
48,5,61, ,,M,0,0,0,0,0,1,1,1,3
49,5,17, ,,F,0,0,0,0,1,0,1,1,3
50,5,78, ,,M,1,0,0,0,0,1,1,1,4
51,5,22, ,,F,0,0,0,0,0,1,1,1,3
52,5,22, ,,F,0,0,0,0,1,0,1,1,3
53,5,19, ,,M,0,0,0,0,1,0,4,2,2
54,5,19, ,,M,0,0,0,0,1,0,1,2,2
55,5,68, ,,F,0,0,0,0,1,0,1,1,3
56,5,50, ,,F,0,0,0,1,0,1,1,1,4
57,5,2, ,,F,0,0,0,0,1,0,1,1,3
58,5,20, ,,M,0,0,0,0,1,0,4,2,2
59,5,49, ,,F,0,0,0,0,1,0,1,1,3
60,5,42, ,,F,1,0,0,0,0,1,1,1,4
61,5,45, ,,F,0,0,0,0,1,0,1,1,3
62,5,36, ,,M,0,0,0,0,0,1,1,1,2
63,5,46, ,,M,1,0,0,0,0,0,1,1,1
64,5,40, ,,M,1,0,0,1,0,0,1,1,5
65,5,,70,75,F,0,0,0,0,0,1,1,1,2
66,5,50, ,,M,0,0,0,0,1,0,1,2,2
67,5,10, ,,F,1,0,0,0,0,0,1,1,5
68,5,,55,60,F,0,0,0,0,0,1,4,1,1
69,5,49, ,,M,0,0,0,0,1,0,1,1,2
70,5,41, ,,F,0,0,0,0,0,1,2,1,2
71,5,39, ,,F,0,0,0,0,0,1,2,1,2
72,6,75, ,,F,1,0,0,0,0,0,1,1,5
73,6,8, ,,M,0,0,1,0,0,0,1,2,5
74,6,8, ,,F,0,0,1,0,0,0,1,1,5
75,6,8, ,,M,0,0,1,0,0,0,1,2,5
76,6,,45,50,F,0,0,1,0,0,0,1,2,3
77,6,7, ,,M,0,0,1,0,0,0,1,1,5
78,6,43, ,,F,1,0,0,0,0,0,2,2,2
79,6,53, ,,M,1,0,0,1,0,0,1,1,4
80,6,48, ,,F,1,0,0,1,0,0,1,1,5
81,6,,30,35,F,0,0,1,0,0,0,1,2,4
82,6,8, ,,F,0,0,1,0,0,0,1,2,5
83,6,7, ,,M,0,0,1,0,0,0,1,2,5
84,6,,40,45,F,0,0,1,0,0,0,2,2,4
85,6,7, ,,F,0,0,1,0,0,0,1,1,5
86,6,7, ,,M,0,0,1,0,0,0,1,2,5
87,6,12, ,,M,1,0,0,1,0,0,1,1,5
88,6,8, ,,M,0,0,1,0,0,0,1,1,5
89,6,21, ,,F,1,0,1,1,0,0,1,1,4
90,6,10, ,,M,0,0,1,0,0,0,2,1,1
91,7,10, ,,M,1,0,0,0,0,0,1,2,5
92,7,34, ,,F,1,0,0,0,0,0,1,1,5
93,7,36, ,,F,1,0,0,1,0,0,1,1,4
94,7,38, ,,M,1,0,0,1,0,0,1,1,5
95,7,4, ,,F,1,0,0,0,0,0,1,1,4
96,7,78, ,,M,1,0,0,0,0,0,1,1,5
97,7,65, ,,F,1,0,0,0,0,0,1,1,5
98,8,,45,50,F,0,0,1,0,0,0,1,1,4
99,8,79, ,,F,1,0,0,0,1,0,1,1,3
100,8,,52,60,F,1,0,0,0,0,0,2,2,3
101,8,48, ,,F,1,0,0,0,0,0,1,1,5
102,8,,8,10,M,0,0,0,0,1,0,2,1,3
103,8,21, ,,M,1,0,0,0,0,0,1,1,3
104,8,51, ,,M,1,0,0,0,0,0,1,1,4
105,8,5, ,,M,0,0,1,0,0,0,1,1,4
106,8,16, ,,F,1,0,0,0,0,0,1,1,3
107,9,2, ,,M,0,0,1,0,0,0,1,1,5
108,9,1, ,,F,0,0,1,0,0,0,1,1,3
109,9,2, ,,F,0,0,1,0,0,0,1,1,5
110,9,2, ,,M,0,0,1,0,0,0,1,1,5
111,9,2, ,,F,0,0,1,0,0,0,1,1,5
112,9,3, ,,M,0,0,1,0,0,0,1,1,5
113,9,47, ,,M,1,0,0,1,0,0,1,1,5
114,9,1, ,,F,1,0,1,1,0,0,1,1,5
115,9,3, ,,F,0,0,1,0,0,0,1,1,5
116,9,1, ,,F,0,0,1,0,0,0,1,1,3
117,9,1, ,,M,0,0,1,0,0,0,1,1,3
118,9,2, ,,M,0,0,1,0,0,0,1,1,5
119,9,1, ,,M,0,0,1,0,0,0,1,1,3
120,9,2, ,,F,0,0,1,0,0,0,1,1,5
121,9,2, ,,M,0,0,1,0,0,0,1,1,5
122,9,1, ,,M,0,0,1,0,0,0,1,1,3
123,9,80, ,,F,1,0,0,0,0,0,1,1,3
124,9,2, ,,F,0,0,1,0,0,0,1,1,5
125,9,2, ,,F,0,0,1,0,0,0,1,1,5
126,9,1, ,,F,0,0,1,0,0,0,1,1,3
127,9,41, ,,F,1,0,0,1,0,0,1,1,5
128,9,3, ,,M,0,0,1,0,0,0,1,1,5
129,9,1, ,,F,0,0,1,0,0,0,1,1,3
130,9,3, ,,M,0,0,1,0,0,0,1,1,5
131,9,3, ,,F,0,0,1,0,0,0,1,1,5
132,9,13, ,,M,1,0,0,0,0,0,2,1,3
133,9,2, ,,M,0,0,1,0,0,0,1,1,5
134,9,2, ,,F,0,0,1,0,0,0,1,1,5
135,10,10, ,,M,1,0,0,0,0,0,1,1,4
136,10,55, ,,F,1,0,0,0,0,0,1,1,4
137,10,,2,5,F,0,0,0,0,1,0,5,2,3
138,10,,35,45,F,0,0,0,0,0,1,4,1,3
139,10,40, ,,M,1,0,0,0,0,0,1,1,4
140,10,28, ,,M,1,0,0,0,0,0,2,1,3
141,10,,2,5,M,0,0,0,0,1,0,5,1,3
142,10,38, ,,F,1,0,0,0,0,0,1,1,5
143,10,21, ,,M,0,0,0,0,0,1,2,1,3
144,10,35, ,,F,1,0,0,0,0,0,1,1,5
145,10,,2,5,M,0,0,0,0,1,0,5,2,3
146,10,,2,5,M,0,0,0,0,1,0,5,2,3
147,10,83, ,,F,0,0,0,0,0,1,4,1,3
148,10,23, ,,M,0,0,0,0,0,1,4,1,3
149,10,,2,5,F,0,0,0,0,1,0,5,1,3
150,10,60, ,,M,0,0,0,0,0,1,1,1,3
151,10,,50,60,M,0,0,0,0,0,1,2,1,1
152,10,5, ,,M,0,0,0,0,0,1,4,1,4
153,11,40, ,,F,1,0,0,0,0,0,2,2,4
154,11,22, ,,F,0,0,0,0,0,1,3,2,2
155,11,41, ,,F,1,0,0,0,0,0,1,1,5
156,11,16, ,,F,1,0,0,0,0,0,1,1,5
157,11,32, ,,M,0,0,0,0,0,1,3,2,2
158,11,50, ,,M,1,0,0,0,0,0,1,1,5
159,11,28, ,,F,1,0,0,0,0,0,2,1,
160,11,14, ,,F,1,0,0,0,0,0,1,1,5
161,12,30, ,,M,0,0,0,1,0,1,2,1,5
162,12,42, ,,M,1,0,0,0,0,0,1,1,5
163,12,25, ,,F,0,0,0,1,0,1,2,1,5
164,12,42, ,,F,1,0,0,0,0,0,1,1,5
165,13,42, ,,M,1,0,0,0,0,0,1,1,4
166,13,3, ,,F,1,0,0,0,0,0,1,1,4
167,13,38, ,,F,1,0,0,0,0,0,1,1,5
168,13,66, ,,F,1,0,0,0,0,0,1,1,3
169,13,42, ,,M,1,0,0,0,0,0,1,1,4
170,13,8, ,,M,0,0,1,0,0,0,1,1,4
171,13,38, ,,F,1,0,0,0,0,0,1,1,5
172,13,38, ,,F,1,0,0,0,0,0,1,1,5
173,13,8, ,,M,0,0,0,0,1,0,1,1,3
174,13,8, ,,M,0,0,1,0,1,0,1,1,5
175,13,,8,10,M,0,0,0,0,1,0,1,1,3
176,13,38, ,,F,1,0,0,0,0,0,1,1,5
177,13,64, ,,F,1,0,0,0,0,0,1,1,4
178,13,42, ,,M,1,0,0,0,0,0,1,1,4
179,13,8, ,,M,0,0,1,0,1,0,1,1,3
180,13,8, ,,M,0,0,1,0,0,0,1,1,4
181,13,42, ,,M,1,0,0,0,0,0,1,1,4
182,13,38, ,,F,1,0,0,0,0,0,1,1,5
183,13,38, ,,F,1,0,0,0,0,0,1,1,3
184,13,62, ,,F,1,0,0,0,0,0,1,1,4
185,13,38, ,,F,1,0,0,0,0,0,1,1,4
186,13,,8,10,F,0,0,0,0,1,0,1,1,3
187,13,,8,10,M,0,0,0,0,1,0,1,1,3
188,13,38, ,,F,1,0,0,0,0,0,1,1,4
189,13,38, ,,F,1,0,0,0,0,0,1,1,5
190,13,3, ,,F,1,0,0,0,1,0,1,1,
191,13,42, ,,M,1,0,0,0,0,0,1,1,5
192,13,38, ,,F,1,0,0,0,0,0,1,1,5
193,13,38, ,,F,1,0,0,0,1,0,1,1,5
194,13,62, ,,F,1,0,0,0,1,0,1,1,5
195,13,42, ,,M,1,0,0,0,0,0,1,1,4
196,13,8, ,,M,0,0,1,0,0,0,1,1,4
197,13,8, ,,M,0,0,1,0,0,0,1,1,4
198,13,8, ,,M,0,0,1,0,0,0,1,1,4
199,13,65, ,,M,0,0,0,0,1,0,2,,3
200,13,8, ,,F,0,0,1,0,0,0,1,1,4
201,13,3, ,,F,1,0,0,0,0,0,1,1,2
202,14,39, ,,F,1,0,0,1,0,0,1,1,5
203,14,42, ,,F,0,0,1,0,0,0,2,1,4
204,14,76, ,,F,0,0,0,0,0,1,2,1,3
205,14,2, ,,M,0,0,1,0,0,0,1,1,4
206,14,2, ,,F,0,0,1,0,0,0,1,1,4
207,14,,39,45,F,0,0,1,0,0,0,3,1,2
208,14,2, ,,M,0,0,1,0,0,0,1,1,4
209,14,39, ,,M,1,0,0,1,0,0,1,1,5
210,14,10, ,,M,1,0,0,0,0,0,1,1,5
211,15,40, ,,M,1,0,0,0,0,0,1,1,5
212,15,,60,65,M,0,0,0,0,0,1,1,1,1
213,15,38, ,,F,1,0,0,1,1,0,1,1,5
214,15,71, ,,M,1,0,0,0,0,0,1,1,5
215,15,29, ,,F,1,0,0,0,0,0,2,1,3
216,15,65, ,,F,1,0,0,0,0,0,1,1,5
217,15,37, ,,F,1,0,0,0,0,0,1,1,4
218,16,34, ,,F,0,0,1,0,0,0,1,1,4
219,16,68, ,,M,1,0,0,0,0,0,1,1,3
220,16,55, ,,M,0,0,1,0,0,0,2,2,3
221,16,5, ,,M,0,0,1,0,0,0,1,1,5
222,16,34, ,,F,1,0,0,0,0,0,,,
223,16,5, ,,M,0,0,1,0,0,0,1,1,5
224,16,34, ,,F,0,0,1,0,0,0,1,1,4
225,16,61, ,,F,1,0,0,0,0,0,1,1,3
226,16,24, ,,M,0,0,1,0,0,0,2,2,3
227,16,5, ,,M,0,0,1,0,0,0,1,1,4
228,16,5, ,,M,0,0,1,0,0,0,1,1,4
229,16,5, ,,F,0,0,1,0,0,0,1,1,4
230,16,5, ,,M,0,0,1,0,0,0,1,1,5
231,16,27, ,,F,0,0,0,0,1,0,,2,3
232,16,9, ,,F,0,0,0,0,1,0,,2,3
233,16,5, ,,F,0,0,1,0,0,0,1,1,5
234,16,41, ,,M,1,0,0,0,0,0,,,
235,16,59, ,,M,0,0,0,0,1,0,1,1,4
236,16,57, ,,F,0,0,0,0,1,0,1,1,4
237,16,5, ,,F,0,0,1,0,0,0,1,1,5
238,17,12, ,,M,0,0,0,0,1,0,2,1,3
239,17,35, ,,M,0,0,0,0,1,0,2,1,4
240,17,12, ,,M,0,0,0,0,0,0,,,
241,17,12, ,,M,0,0,0,0,1,0,2,2,3
242,17,72, ,,F,0,0,0,0,0,1,2,1,5
243,17,12, ,,M,0,0,0,0,1,0,1,1,3
244,17,38, ,,F,0,0,0,0,0,1,2,1,5
245,17,11, ,,M,0,0,0,0,1,0,2,1,4
246,17,13, ,,M,0,0,0,0,1,0,3,2,3
247,17,13, ,,M,0,0,0,0,1,0,3,2,3
248,17,40, ,,M,0,0,0,0,1,0,3,2,2
249,17,12, ,,M,0,0,0,0,1,0,2,1,4
250,17,6, ,,M,0,0,0,0,0,1,2,1,5
251,17,35, ,,M,0,0,0,0,1,0,2,1,4
252,17,12, ,,M,0,0,0,0,0,1,2,1,5
253,17,40, ,,F,0,0,0,0,0,1,2,1,5
254,17,53, ,,M,0,0,0,0,0,1,2,1,5
255,17,30, ,,M,0,0,0,0,0,1,3,1,5
256,17,12, ,,M,0,0,0,0,1,0,4,2,2
257,17,60, ,,M,0,0,0,0,1,0,4,2,2
258,17,40, ,,F,0,0,0,0,0,1,2,1,5
259,17,38, ,,M,0,0,0,0,0,1,2,1,5
260,17,50, ,,F,0,0,0,0,0,1,2,1,5
261,18,38, ,,M,1,0,0,1,1,0,1,1,5
262,18,,40,45,F,0,0,0,0,0,1,2,2,2
263,18,34, ,,F,1,0,0,1,1,0,1,1,5
264,18,34, ,,F,0,0,0,0,1,0,2,1,4
265,18,33, ,,M,0,0,0,0,1,0,2,1,4
266,19,3, ,,F,0,0,0,0,1,0,1,1,2
267,19,55, ,,M,0,0,0,0,1,0,1,1,3
268,19,62, ,,F,1,0,0,1,1,0,1,1,4
269,19,3, ,,M,1,0,0,0,1,0,3,1,5
270,19,39, ,,M,1,0,0,0,1,0,1,1,5
271,19,,40,45,M,1,0,0,0,0,0,3,1,1
272,19,31, ,,M,1,0,0,0,1,0,3,1,5
273,19,62, ,,M,1,0,0,0,0,0,1,1,4
274,19,10, ,,M,1,0,0,1,1,0,1,1,5
275,19,4, ,,M,0,0,0,0,1,0,1,1,2
276,19,37, ,,F,1,0,0,0,1,0,2,1,4
277,19,35, ,,F,1,0,0,1,1,0,1,1,5
278,19,50, ,,F,0,0,0,0,0,1,4,1,1
279,19,4, ,,M,1,0,0,0,1,0,3,1,5
280,19,55, ,,F,0,0,0,0,1,0,1,1,3
281,19,4, ,,F,0,0,0,0,1,0,1,1,2
282,19,34, ,,F,1,0,0,0,1,0,3,1,5
283,20,,45,50,F,0,0,1,0,0,0,1,1,5
284,20,,3,4,M,0,0,1,0,0,0,1,1,5
285,20,,3,4,M,0,0,1,0,0,0,1,1,5
286,20,8, ,,M,0,0,0,0,1,0,1,1,3
287,20,,3,4,M,0,0,1,0,0,0,1,1,5
288,20,,3,4,F,0,0,1,0,0,0,1,1,5
289,20,,30,35,F,0,0,1,0,0,0,1,1,5
290,20,10, ,,M,1,0,0,0,1,0,1,1,5
291,20,45, ,,F,0,0,1,0,0,0,1,2,2
292,20,40, ,,F,1,0,0,1,1,0,1,1,5
293,20,,45,50,F,0,0,1,0,0,0,1,1,5
294,20,30, ,,F,0,0,1,0,0,0,1,1,5
295,20,,3,4,F,0,0,1,0,0,0,1,1,5
296,20,77, ,,F,1,0,0,0,1,0,1,1,4
297,20,77, ,,F,1,0,0,0,1,0,1,1,3
298,20,,3,4,F,0,0,1,0,0,0,1,1,5
299,20,,30,40,M,0,0,1,0,0,0,1,1,2
300,20,,3,4,F,0,0,1,0,0,0,1,1,5
301,20,,45,50,F,0,0,1,0,0,0,1,1,5
302,20,,3,4,F,0,0,1,0,0,0,1,1,5
303,20,,3,4,F,0,0,1,0,0,0,1,1,5
304,20,,3,4,M,0,0,1,0,0,0,1,1,5
305,20,,3,4,M,0,0,1,0,0,0,1,1,5
306,20,11, ,,F,0,0,0,0,1,0,1,1,3
307,20,,3,4,F,0,0,1,0,0,0,1,1,5
308,20,,3,4,M,0,0,1,0,0,0,1,1,5
309,20,,3,4,F,0,0,1,0,0,0,1,1,5
310,21,1, ,,M,0,0,1,0,0,0,1,1,5
311,21,2, ,,M,0,0,1,0,0,0,1,1,5
312,21,3, ,,F,0,0,1,0,0,0,1,1,5
313,21,70, ,,F,0,0,0,0,1,0,1,1,2
314,21,4, ,,M,1,0,0,0,0,0,1,1,3
315,21,41, ,,M,1,0,0,0,0,0,1,1,3
316,21,40, ,,F,0,0,1,0,0,0,1,1,5
317,21,6, ,,M,1,0,0,0,0,0,1,1,3
318,21,1, ,,F,0,0,1,0,0,0,1,1,5
319,21,30, ,,F,0,0,1,0,0,0,1,1,5
320,21,40, ,,F,0,0,0,0,0,1,4,1,2
321,21,30, ,,F,0,0,1,0,0,0,1,1,5
322,21,2, ,,F,0,0,1,0,0,0,1,1,5
323,21,3, ,,M,0,0,1,0,0,0,1,1,5
324,22,3, ,,M,0,0,1,0,0,0,1,1,5
325,22,,45,50,F,0,0,0,0,1,0,4,1,3
326,22,39, ,,M,1,0,0,0,0,0,1,1,5
327,22,2, ,,M,1,0,0,0,0,0,1,1,5
328,22,3, ,,M,0,0,1,0,0,0,1,1,5
329,22,,65,70,M,0,0,0,0,0,1,4,1,2
330,22,3, ,,F,0,0,1,0,0,0,1,1,5
331,22,65, ,,M,1,0,0,0,0,0,2,1,3
332,22,,40,45,F,0,0,1,0,0,0,1,1,5
333,22,3, ,,M,0,0,1,0,0,0,1,1,5
334,22,,35,40,F,0,0,0,0,1,0,5,,3
335,22,3, ,,F,0,0,1,0,0,0,1,1,5
336,22,,35,40,F,0,0,1,0,0,0,1,1,5
337,22,38, ,,M,1,0,0,0,0,0,1,1,2
338,22,10, ,,M,1,0,0,0,0,0,1,1,5
339,22,3, ,,M,0,0,1,0,0,0,1,1,5
340,23,42, ,,M,1,0,0,1,1,1,1,1,5
341,23,8, ,,M,0,0,1,0,0,0,1,2,2
342,23,67, ,,M,1,0,0,0,0,0,1,1,2
343,23,8, ,,F,0,0,1,0,0,0,1,2,4
344,23,8, ,,M,0,0,1,0,0,0,1,2,2
345,23,9, ,,F,0,0,0,0,1,0,2,1,4
346,23,8, ,,F,0,0,0,0,1,0,2,1,4
347,23,8, ,,F,0,0,0,0,1,0,2,1,4
348,23,30, ,,F,0,0,0,0,1,0,2,1,3
349,23,8, ,,F,0,0,1,0,0,0,1,2,4
350,23,28, ,,F,1,0,0,0,1,0,1,2,2
351,23,9, ,,F,0,0,0,0,1,0,2,1,4
352,23,9, ,,F,0,0,0,0,1,0,2,1,4
353,23,,30,35,F,0,0,1,0,1,1,1,2,1
354,23,8, ,,M,0,0,1,0,0,0,1,2,2
355,23,8, ,,F,0,0,1,0,0,0,1,2,4
356,23,8, ,,F,0,0,1,0,0,0,1,1,5
357,23,8, ,,F,0,0,1,0,0,0,1,2,4
358,23,8, ,,F,0,0,0,0,1,0,2,1,4
359,23,8, ,,F,0,0,1,0,0,0,1,2,4
360,23,8, ,,F,0,0,1,0,0,0,1,1,5
361,23,8, ,,F,0,0,1,0,0,0,1,2,4
362,23,8, ,,M,0,0,1,0,0,0,1,2,2
363,23,35, ,,F,0,0,1,0,0,0,1,2,5
364,23,65, ,,F,1,0,0,0,0,0,1,2,3
365,23,8, ,,F,0,0,0,0,1,0,2,1,4
366,23,36, ,,F,1,0,0,1,1,1,1,1,5
367,23,3, ,,F,1,0,0,1,1,1,1,1,5
368,24,36, ,,M,1,0,0,0,0,0,1,1,4
369,24,70, ,,F,1,0,0,0,0,0,1,1,2
370,24,79, ,,M,1,0,0,0,0,0,1,,3
371,24,10, ,,F,1,0,0,0,0,0,1,,3
372,24,60, ,,F,0,0,0,0,1,0,2,1,3
373,24,6, ,,F,0,0,1,0,0,0,1,1,4
374,24,5, ,,F,0,0,1,0,0,0,1,1,4
375,24,37, ,,F,0,0,0,0,1,0,2,2,3
376,24,33, ,,F,1,0,0,0,0,0,1,1,4
377,24,6, ,,M,0,0,1,0,0,0,1,1,4
378,24,,65,70,F,0,0,1,0,0,0,1,1,4
379,24,6, ,,M,0,0,1,0,0,0,1,1,4
380,25,47, ,,M,1,0,0,0,0,0,1,1,4
381,25,43, ,,F,1,0,0,0,0,0,1,1,4
382,25,84, ,,F,1,0,0,0,0,0,1,1,5
383,25,9, ,,F,1,0,0,0,0,0,1,1,5
384,26,,35,40,F,0,0,0,0,0,1,3,2,3
385,26,38, ,,M,1,0,0,0,0,0,1,1,5
386,26,,35,40,M,0,0,0,0,0,1,2,2,1
387,26,70, ,,M,1,0,0,0,0,0,1,2,2
388,26,27, ,,F,1,0,0,0,0,0,3,1,2
389,26,33, ,,F,1,0,0,0,0,0,1,1,5
390,26,,35,40,F,0,0,0,0,0,1,5,2,3
391,26,60, ,,F,1,0,0,0,0,0,1,2,2
392,26,29, ,,M,1,0,0,0,0,0,1,1,2
393,27,8, ,,F,0,0,1,0,0,0,1,1,5
394,27,10, ,,M,0,0,1,0,0,0,1,1,5
395,27,10, ,,M,0,0,1,0,0,0,1,1,5
396,27,10, ,,M,0,0,1,0,0,0,1,1,5
397,27,9, ,,M,0,0,1,0,0,0,1,1,5
398,27,9, ,,F,0,0,1,0,0,0,1,1,5
399,27,8, ,,F,0,0,1,0,0,0,1,1,5
400,27,8, ,,F,0,0,1,0,0,0,1,1,5
401,27,8, ,,M,0,0,1,0,0,0,1,1,5
402,27,9, ,,F,0,0,1,0,0,0,1,1,5
403,27,40, ,,M,0,0,1,0,0,0,1,2,5
404,27,9, ,,M,0,0,1,0,0,0,1,1,5
405,27,9, ,,F,0,0,1,0,0,0,1,1,5
406,27,8, ,,F,0,0,1,0,1,0,1,1,5
407,27,8, ,,F,0,0,1,0,0,0,1,1,5
408,27,8, ,,F,0,0,1,0,0,0,1,1,5
409,28,,20,25,F,0,0,0,0,1,0,2,1,4
410,28,8, ,,F,1,0,0,0,0,0,1,1,5
411,28,5, ,,F,0,0,1,0,0,0,1,1,5
412,28,5, ,,F,0,0,1,0,0,0,1,1,5
413,28,5, ,,F,0,0,1,0,0,0,1,1,5
414,28,5, ,,M,0,0,1,0,0,0,1,2,5
415,28,5, ,,M,0,0,1,0,0,0,1,2,5
416,28,5, ,,F,0,0,1,0,0,0,1,1,
417,28,5, ,,M,0,0,1,0,0,0,1,2,5
418,28,5, ,,M,0,0,1,0,0,0,1,1,5
419,28,5, ,,F,0,0,1,0,0,0,1,1,5
420,28,5, ,,M,0,0,1,0,0,0,1,2,5
421,28,5, ,,F,0,0,1,0,0,0,1,1,5
422,28,5, ,,M,0,0,1,0,0,0,1,1,5
423,28,5, ,,M,0,0,1,0,0,0,1,2,5
424,28,5, ,,M,0,0,1,0,0,0,1,1,5
425,28,5, ,,F,0,0,1,0,0,0,1,1,5
426,28,41, ,,F,1,0,0,0,0,0,1,1,5
427,28,,30,35,F,0,0,0,0,0,0,1,1,5
428,28,5, ,,M,0,0,1,0,0,0,1,2,5
429,28,5, ,,M,0,0,1,0,0,0,1,2,5
430,28,5, ,,M,0,0,1,0,0,0,1,2,5
431,28,5, ,,M,0,0,1,0,0,0,1,1,5
432,28,5, ,,F,0,0,1,0,0,0,1,1,5
433,28,5, ,,M,0,0,1,0,0,0,1,2,5
434,28,5, ,,M,0,0,1,0,0,0,1,2,5
435,28,42, ,,M,1,0,0,0,0,0,1,1,5
436,28,,35,40,F,0,0,0,0,0,0,1,1,5
437,28,5, ,,F,0,0,1,0,0,0,1,1,5
438,29,6, ,,M,0,0,1,0,0,0,1,1,4
439,29,6, ,,F,0,0,1,0,0,0,1,1,4
440,29,57, ,,M,1,0,0,0,0,0,4,1,4
441,29,,30,40,F,0,0,1,0,0,0,2,1,3
442,29,2, ,,F,1,0,0,0,0,0,1,1,5
443,29,2, ,,F,1,0,0,0,0,0,1,1,3
444,29,7, ,,F,1,0,0,0,0,0,1,1,3
445,29,39, ,,F,1,0,0,0,0,0,1,1,3
446,29,6, ,,M,0,0,1,0,0,0,1,1,4
447,29,6, ,,F,0,0,1,0,0,0,1,1,4
448,29,,25,30,F,0,0,1,0,0,0,1,1,4
449,29,6, ,,M,0,0,1,0,0,0,1,1,4
450,29,,45,50,F,0,0,1,0,0,0,2,1,2
451,29,6, ,,F,0,0,1,0,0,0,1,1,4
452,29,40, ,,M,1,0,0,0,0,0,1,1,3
453,29,,25,30,F,0,0,1,0,0,0,3,2,1
454,29,6, ,,M,0,0,1,0,0,0,1,1,4
455,29,6, ,,F,0,0,1,0,0,0,1,1,4
456,29,73, ,,M,1,0,0,0,0,0,1,1,3
457,29,73, ,,M,1,0,0,0,0,0,1,1,3
458,29,6, ,,M,0,0,1,0,0,0,1,1,4
459,29,6, ,,M,0,0,1,0,0,0,1,1,4
460,29,6, ,,F,0,0,1,0,0,0,1,1,4
461,29,6, ,,F,0,0,1,0,0,0,1,1,4
462,29,39, ,,F,1,0,0,0,0,0,1,1,5
463,29,,25,30,F,0,0,1,0,0,0,1,1,2
464,29,6, ,,F,0,0,1,0,0,0,1,1,4
465,29,40, ,,M,1,0,0,0,0,0,1,1,5
466,29,6, ,,M,0,0,1,0,0,0,1,1,4
467,29,7, ,,M,1,0,0,0,0,0,1,1,3
468,30,8, ,,M,0,0,1,0,0,0,1,1,4
469,30,8, ,,M,0,0,1,0,0,0,1,1,3
470,30,75, ,,M,1,0,0,0,0,0,1,1,4
471,30,41, ,,F,1,0,0,0,0,0,1,1,2
472,30,,40,45,F,0,0,0,0,1,0,2,2,3
473,30,8, ,,M,0,0,0,0,1,0,2,1,3
474,30,6, ,,M,1,0,0,0,0,0,1,1,4
475,30,8, ,,M,0,0,1,0,0,0,1,1,3
476,30,32, ,,F,0,0,1,0,0,0,1,1,3
477,30,,55,60,F,1,0,0,0,0,0,4,1,2
478,30,8, ,,M,0,0,1,0,0,0,1,1,2
479,30,41, ,,M,1,0,0,0,0,0,1,1,2
